"Query","Entrez","Symbol","Name","Comment"
"STRBP","55342","STRBP","spermatid perinuclear RNA binding protein","1"
"SOSTDC1","25928","SOSTDC1","sclerostin domain containing 1","1"
"TGFBR3L","100507588","TGFBR3L","transforming growth factor beta receptor 3 like","1"
"TAFA2","338811","TAFA2","TAFA chemokine like family member 2","1"
"STX1A","6804","STX1A","syntaxin 1A","1"
"FOCAD","54914","FOCAD","focadhesin","1"
"RNF181","51255","RNF181","ring finger protein 181","1"
"RWDD2A","112611","RWDD2A","RWD domain containing 2A","1"
"TWISTNB","221830","TWISTNB","TWIST neighbor","1"
"LRRTM3","347731","LRRTM3","leucine rich repeat transmembrane neuronal 3","1"
"ATP7B","540","ATP7B","ATPase copper transporting beta","1"
"SLC35F1","222553","SLC35F1","solute carrier family 35 member F1","1"
"ATAD2B","54454","ATAD2B","ATPase family AAA domain containing 2B","1"
"BRIX1","55299","BRIX1","biogenesis of ribosomes BRX1","1"
"EMB","133418","EMB","embigin","1"
"IFT52","51098","IFT52","intraflagellar transport 52","1"
"DCTN3","11258","DCTN3","dynactin subunit 3","1"
"CNTN3","5067","CNTN3","contactin 3","1"
"DNAJA2","10294","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2","1"
"MIAT","440823","MIAT","myocardial infarction associated transcript","1"
"ZNF639","51193","ZNF639","zinc finger protein 639","1"
"TICAM2","353376","TICAM2","toll like receptor adaptor molecule 2","1"
"GBE1","2632","GBE1","""1,4-alpha-glucan branching enzyme 1""","1"
"TOX","9760","TOX","thymocyte selection associated high mobility group box","1"
"EAF2","55840","EAF2","ELL associated factor 2","1"
"INPP5B","3633","INPP5B","inositol polyphosphate-5-phosphatase B","1"
"CDKN1B","1027","CDKN1B","cyclin dependent kinase inhibitor 1B","1"
"TIMM17B","10245","TIMM17B","translocase of inner mitochondrial membrane 17B","1"
"EI24","9538","EI24","EI24 autophagy associated transmembrane protein","1"
"LRRC73","221424","LRRC73","leucine rich repeat containing 73","1"
"BCL7A","605","BCL7A","BAF chromatin remodeling complex subunit BCL7A","1"
"STK32C","282974","STK32C","serine/threonine kinase 32C","1"
"CCDC148","130940","CCDC148","coiled-coil domain containing 148","1"
"SLC25A24","29957","SLC25A24","solute carrier family 25 member 24","1"
"CCDC107","203260","CCDC107","coiled-coil domain containing 107","1"
"TMEM240","339453","TMEM240","transmembrane protein 240","1"
"CCT4","10575","CCT4","chaperonin containing TCP1 subunit 4","1"
"ARID3A","1820","ARID3A","AT-rich interaction domain 3A","1"
"LGALSL","29094","LGALSL","galectin like","1"
"RTL10","79680","RTL10","retrotransposon Gag like 10","1"
"HIGD2A","192286","HIGD2A","HIG1 hypoxia inducible domain family member 2A","1"
"MISP3","113230","MISP3","MISP family member 3","1"
"LGMN","5641","LGMN","legumain","1"
"FGF14-IT1","283480","FGF14-IT1","FGF14 intronic transcript 1","1"
"EXOSC5","56915","EXOSC5","exosome component 5","1"
"ACP6","51205","ACP6","""acid phosphatase 6, lysophosphatidic""","1"
"ZNHIT3","9326","ZNHIT3","zinc finger HIT-type containing 3","1"
"ANKRD34A","284615","ANKRD34A","ankyrin repeat domain 34A","1"
"NDUFV1","4723","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1","1"
"OLFM3","118427","OLFM3","olfactomedin 3","1"
"NARS2","79731","NARS2","""asparaginyl-tRNA synthetase 2, mitochondrial""","1"
"AKAP8L","26993","AKAP8L","A-kinase anchoring protein 8 like","1"
"TMEM25","84866","TMEM25","transmembrane protein 25","1"
"NTM","50863","NTM","neurotrimin","1"
"KLC2","64837","KLC2","kinesin light chain 2","1"
"IMP3","55272","IMP3","IMP U3 small nucleolar ribonucleoprotein 3","1"
"ESRRG","2104","ESRRG","estrogen related receptor gamma","1"
"C5orf24","134553","C5orf24","chromosome 5 open reading frame 24","1"
"VRK1","7443","VRK1","VRK serine/threonine kinase 1","1"
"INTS9","55756","INTS9","integrator complex subunit 9","1"
"APMAP","57136","APMAP","adipocyte plasma membrane associated protein","1"
"COMMD3","23412","COMMD3","COMM domain containing 3","1"
"PELO","53918","PELO","pelota mRNA surveillance and ribosome rescue factor","1"
"UBA52","7311","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1","1"
"KCND2","3751","KCND2","potassium voltage-gated channel subfamily D member 2","1"
"CLTA","1211","CLTA","clathrin light chain A","1"
"HHAT","55733","HHAT","hedgehog acyltransferase","1"
"ZNF804B","219578","ZNF804B","zinc finger protein 804B","1"
"MPG","4350","MPG","N-methylpurine DNA glycosylase","1"
"APC2","10297","APC2","APC regulator of WNT signaling pathway 2","1"
"SAMD4A","23034","SAMD4A","sterile alpha motif domain containing 4A","1"
"GPRASP2","114928","GPRASP2","G protein-coupled receptor associated sorting protein 2","1"
"MAP1LC3B","81631","MAP1LC3B","microtubule associated protein 1 light chain 3 beta","1"
"LYRM2","57226","LYRM2","LYR motif containing 2","1"
"LMO4","8543","LMO4","LIM domain only 4","1"
"TMEM131L","23240","TMEM131L","transmembrane 131 like","1"
"ZFHX2","85446","ZFHX2","zinc finger homeobox 2","1"
"SHANK1","50944","SHANK1","SH3 and multiple ankyrin repeat domains 1","1"
"IGSF10","285313","IGSF10","immunoglobulin superfamily member 10","1"
"HIST3H2A","NA","NA","NA","0"
"CIRBP","1153","CIRBP","cold inducible RNA binding protein","1"
"SFT2D1","113402","SFT2D1","SFT2 domain containing 1","1"
"SLC25A3","5250","SLC25A3","solute carrier family 25 member 3","1"
"ABCD2","225","ABCD2","ATP binding cassette subfamily D member 2","1"
"AMD1","262","AMD1","adenosylmethionine decarboxylase 1","1"
"RFX3","5991","RFX3","regulatory factor X3","1"
"CCNG2","901","CCNG2","cyclin G2","1"
"OSBPL3","26031","OSBPL3","oxysterol binding protein like 3","1"
"LSM2","57819","LSM2","""LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated""","1"
"NDUFB8","4714","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","1"
"ARSK","153642","ARSK","arylsulfatase family member K","1"
"LRRC9","341883","LRRC9","leucine rich repeat containing 9","1"
"UHMK1","127933","UHMK1","U2AF homology motif kinase 1","1"
"KIAA1671","85379","KIAA1671","KIAA1671","1"
"MRPS2","51116","MRPS2","mitochondrial ribosomal protein S2","1"
"NBL1","4681","NBL1","""NBL1, DAN family BMP antagonist""","1"
"TMEM232","642987","TMEM232","transmembrane protein 232","1"
"MRPL36","64979","MRPL36","mitochondrial ribosomal protein L36","1"
"GLIS1","148979","GLIS1","GLIS family zinc finger 1","1"
"NDRG4","65009","NDRG4","NDRG family member 4","1"
"SLC1A6","6511","SLC1A6","solute carrier family 1 member 6","1"
"CFAP410","755","CFAP410","cilia and flagella associated protein 410","1"
"PTPMT1","114971","PTPMT1","protein tyrosine phosphatase mitochondrial 1","1"
"SAXO2","283726","SAXO2","stabilizer of axonemal microtubules 2","1"
"ABCF1","23","ABCF1","ATP binding cassette subfamily F member 1","1"
"BSCL2","26580","BSCL2","""BSCL2 lipid droplet biogenesis associated, seipin""","1"
"TMED10","10972","TMED10","transmembrane p24 trafficking protein 10","1"
"CEP44","80817","CEP44","centrosomal protein 44","1"
"FBXL16","146330","FBXL16","F-box and leucine rich repeat protein 16","1"
"KLHL29","114818","KLHL29","kelch like family member 29","1"
"KCNA5","3741","KCNA5","potassium voltage-gated channel subfamily A member 5","1"
"MRM2","29960","MRM2","mitochondrial rRNA methyltransferase 2","1"
"COPG1","22820","COPG1","COPI coat complex subunit gamma 1","1"
"NIFK","84365","NIFK","nucleolar protein interacting with the FHA domain of MKI67","1"
"STOML1","9399","STOML1","stomatin like 1","1"
"EGR2","1959","EGR2","early growth response 2","1"
"IMPAD1","54928","IMPAD1","inositol monophosphatase domain containing 1","1"
"SRP14","6727","SRP14","signal recognition particle 14","1"
"ELOVL7","79993","ELOVL7","ELOVL fatty acid elongase 7","1"
"TCERG1L","256536","TCERG1L","transcription elongation regulator 1 like","1"
"ARHGEF2","9181","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2","1"
"NOP16","51491","NOP16","NOP16 nucleolar protein","1"
"MLEC","9761","MLEC","malectin","1"
"GAS5","60674","GAS5","growth arrest specific 5","1"
"ZNF407","55628","ZNF407","zinc finger protein 407","1"
"ASCC2","84164","ASCC2","activating signal cointegrator 1 complex subunit 2","1"
"TCEAL2","140597","TCEAL2","transcription elongation factor A like 2","1"
"TMED7","51014","TMED7","transmembrane p24 trafficking protein 7","1"
"SMIM27","100129250","SMIM27","small integral membrane protein 27","1"
"KIAA2013","90231","KIAA2013","KIAA2013","1"
"CLIP2","7461","CLIP2","CAP-Gly domain containing linker protein 2","1"
"GAS2L1","10634","GAS2L1","growth arrest specific 2 like 1","1"
"RTTN","25914","RTTN","rotatin","1"
"CADPS2","93664","CADPS2","calcium dependent secretion activator 2","1"
"COA5","493753","COA5","cytochrome c oxidase assembly factor 5","1"
"PSMA5","5686","PSMA5","proteasome 20S subunit alpha 5","1"
"PFAS","5198","PFAS","phosphoribosylformylglycinamidine synthase","1"
"SLC35E1","79939","SLC35E1","solute carrier family 35 member E1","1"
"AIP","9049","AIP","aryl hydrocarbon receptor interacting protein","1"
"ZFAND2B","130617","ZFAND2B","zinc finger AN1-type containing 2B","1"
"MFSD11","79157","MFSD11","major facilitator superfamily domain containing 11","1"
"PPARG","5468","PPARG","peroxisome proliferator activated receptor gamma","1"
"SNHG22","103091864","SNHG22","small nucleolar RNA host gene 22","1"
"SCO2","9997","SCO2","synthesis of cytochrome C oxidase 2","1"
"ZNF711","7552","ZNF711","zinc finger protein 711","1"
"SNRPB2","6629","SNRPB2","small nuclear ribonucleoprotein polypeptide B2","1"
"SCRN1","9805","SCRN1","secernin 1","1"
"FAM78B","149297","FAM78B","family with sequence similarity 78 member B","1"
"WDR27","253769","WDR27","WD repeat domain 27","1"
"PHLDA3","23612","PHLDA3","pleckstrin homology like domain family A member 3","1"
"THUMPD2","80745","THUMPD2","THUMP domain containing 2","1"
"C11orf95","65998","C11orf95","chromosome 11 open reading frame 95","1"
"POLDIP3","84271","POLDIP3","DNA polymerase delta interacting protein 3","1"
"C11orf68","83638","C11orf68","chromosome 11 open reading frame 68","1"
"IMPA1","3612","IMPA1","inositol monophosphatase 1","1"
"TIMP2","7077","TIMP2","TIMP metallopeptidase inhibitor 2","1"
"CFL1","1072","CFL1","cofilin 1","1"
"TKFC","26007","TKFC","triokinase and FMN cyclase","1"
"ATF1","466","ATF1","activating transcription factor 1","1"
"TXN","7295","TXN","thioredoxin","1"
"WDR78","79819","WDR78","WD repeat domain 78","1"
"MARCH9","NA","NA","NA","0"
"CCDC39","339829","CCDC39","coiled-coil domain containing 39","1"
"TSHZ2","128553","TSHZ2","teashirt zinc finger homeobox 2","1"
"AFF2","2334","AFF2","AF4/FMR2 family member 2","1"
"CENPB","1059","CENPB","centromere protein B","1"
"NEDD9","4739","NEDD9","""neural precursor cell expressed, developmentally down-regulated 9""","1"
"JHY","79864","JHY","junctional cadherin complex regulator","1"
"ADGRL2","23266","ADGRL2","adhesion G protein-coupled receptor L2","1"
"AMIGO1","57463","AMIGO1","adhesion molecule with Ig like domain 1","1"
"GLO1","2739","GLO1","glyoxalase I","1"
"CACYBP","27101","CACYBP","calcyclin binding protein","1"
"CDK5RAP2","55755","CDK5RAP2","CDK5 regulatory subunit associated protein 2","1"
"CUX1","1523","CUX1","cut like homeobox 1","1"
"ZNF471","57573","ZNF471","zinc finger protein 471","1"
"BANF1","8815","BANF1","BAF nuclear assembly factor 1","1"
"ILF3-DT","147727","ILF3-DT","ILF3 divergent transcript","1"
"ZFAND2A","90637","ZFAND2A","zinc finger AN1-type containing 2A","1"
"EID1","23741","EID1","EP300 interacting inhibitor of differentiation 1","1"
"EFL1","79631","EFL1","elongation factor like GTPase 1","1"
"LAMA2","3908","LAMA2","laminin subunit alpha 2","1"
"POLR2J","5439","POLR2J","RNA polymerase II subunit J","1"
"ZNF747","65988","ZNF747","zinc finger protein 747","1"
"MARCKS","4082","MARCKS","myristoylated alanine rich protein kinase C substrate","1"
"ZNF48","197407","ZNF48","zinc finger protein 48","1"
"RANBP10","57610","RANBP10","RAN binding protein 10","1"
"ADTRP","84830","ADTRP","androgen dependent TFPI regulating protein","1"
"GPR137","56834","GPR137","G protein-coupled receptor 137","1"
"TSTA3","7264","TSTA3","tissue specific transplantation antigen P35B","1"
"ZNF302","55900","ZNF302","zinc finger protein 302","1"
"TRNP1","388610","TRNP1","TMF1 regulated nuclear protein 1","1"
"ANKRD9","122416","ANKRD9","ankyrin repeat domain 9","1"
"PDE7B","27115","PDE7B","phosphodiesterase 7B","1"
"KIAA1841","84542","KIAA1841","KIAA1841","1"
"CKB","1152","CKB","creatine kinase B","1"
"NAALAD2","10003","NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2","1"
"ARL6IP1","23204","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1","1"
"PTMA","5757","PTMA","prothymosin alpha","1"
"MID2","11043","MID2","midline 2","1"
"PPP2R5D","5528","PPP2R5D","protein phosphatase 2 regulatory subunit B'delta","1"
"CYP26B1","56603","CYP26B1","cytochrome P450 family 26 subfamily B member 1","1"
"ZSCAN18","65982","ZSCAN18","zinc finger and SCAN domain containing 18","1"
"EIF3I","8668","EIF3I","eukaryotic translation initiation factor 3 subunit I","1"
"RNF112","7732","RNF112","ring finger protein 112","1"
"ZBTB24","9841","ZBTB24","zinc finger and BTB domain containing 24","1"
"MRPL17","63875","MRPL17","mitochondrial ribosomal protein L17","1"
"GRM4","2914","GRM4","glutamate metabotropic receptor 4","1"
"RPS20","6224","RPS20","ribosomal protein S20","1"
"GADD45A","1647","GADD45A","growth arrest and DNA damage inducible alpha","1"
"MRPS18C","51023","MRPS18C","mitochondrial ribosomal protein S18C","1"
"PRNP","5621","PRNP","prion protein","1"
"LAPTM4B","55353","LAPTM4B","lysosomal protein transmembrane 4 beta","1"
"GCSH","2653","GCSH","glycine cleavage system protein H","1"
"ASAP2","8853","ASAP2","""ArfGAP with SH3 domain, ankyrin repeat and PH domain 2""","1"
"IFT74","80173","IFT74","intraflagellar transport 74","1"
"SWT1","54823","SWT1","SWT1 RNA endoribonuclease homolog","1"
"BYSL","705","BYSL","bystin like","1"
"MEG3","55384","MEG3","maternally expressed 3","1"
"ATXN1L","342371","ATXN1L","ataxin 1 like","1"
"SELENOK","58515","SELENOK","selenoprotein K","1"
"ARF1","375","ARF1","ADP ribosylation factor 1","1"
"TMEM63C","57156","TMEM63C","transmembrane protein 63C","1"
"HSPBAP1","79663","HSPBAP1","HSPB1 associated protein 1","1"
"SLC25A25","114789","SLC25A25","solute carrier family 25 member 25","1"
"POLD2","5425","POLD2","""DNA polymerase delta 2, accessory subunit""","1"
"BRD3OS","266655","BRD3OS","BRD3 opposite strand","1"
"ZMYND8","23613","ZMYND8","zinc finger MYND-type containing 8","1"
"ZNF436","80818","ZNF436","zinc finger protein 436","1"
"LRRC66","339977","LRRC66","leucine rich repeat containing 66","1"
"ZNF511","118472","ZNF511","zinc finger protein 511","1"
"MRPS10","55173","MRPS10","mitochondrial ribosomal protein S10","1"
"NDUFB7","4713","NDUFB7","NADH:ubiquinone oxidoreductase subunit B7","1"
"TMED4","222068","TMED4","transmembrane p24 trafficking protein 4","1"
"GYG1","2992","GYG1","glycogenin 1","1"
"CCT7","10574","CCT7","chaperonin containing TCP1 subunit 7","1"
"FAM200B","285550","FAM200B","family with sequence similarity 200 member B","1"
"TMEM60","85025","TMEM60","transmembrane protein 60","1"
"LENG1","79165","LENG1","leukocyte receptor cluster member 1","1"
"RAP2B","5912","RAP2B","""RAP2B, member of RAS oncogene family""","1"
"GALNT14","79623","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14","1"
"YIPF3","25844","YIPF3","Yip1 domain family member 3","1"
"TTC26","79989","TTC26","tetratricopeptide repeat domain 26","1"
"MSRB1","51734","MSRB1","methionine sulfoxide reductase B1","1"
"CPEB2-DT","441009","CPEB2-DT","CPEB2 divergent transcript","1"
"SLC39A1","27173","SLC39A1","solute carrier family 39 member 1","1"
"FKBP1A","2280","FKBP1A","FKBP prolyl isomerase 1A","1"
"EGLN3","112399","EGLN3","egl-9 family hypoxia inducible factor 3","1"
"KARS","NA","NA","NA","0"
"RLIM","51132","RLIM","""ring finger protein, LIM domain interacting""","1"
"MFAP1","4236","MFAP1","microfibril associated protein 1","1"
"RNF175","285533","RNF175","ring finger protein 175","1"
"ROS1","6098","ROS1","""ROS proto-oncogene 1, receptor tyrosine kinase""","1"
"VKORC1","79001","VKORC1","vitamin K epoxide reductase complex subunit 1","1"
"RAD51B","5890","RAD51B","RAD51 paralog B","1"
"TMEM221","100130519","TMEM221","transmembrane protein 221","1"
"POU6F2","11281","POU6F2","POU class 6 homeobox 2","1"
"CAMLG","819","CAMLG","calcium modulating ligand","1"
"SMG8","55181","SMG8","SMG8 nonsense mediated mRNA decay factor","1"
"ANAPC13","25847","ANAPC13","anaphase promoting complex subunit 13","1"
"MGAT2","4247","MGAT2","""alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase""","1"
"SEC11C","90701","SEC11C","""SEC11 homolog C, signal peptidase complex subunit""","1"
"ZNF713","349075","ZNF713","zinc finger protein 713","1"
"CNPPD1","27013","CNPPD1","cyclin Pas1/PHO80 domain containing 1","1"
"RBM8A","9939","RBM8A","RNA binding motif protein 8A","1"
"CHRM1","1128","CHRM1","cholinergic receptor muscarinic 1","1"
"STPG2","285555","STPG2","sperm tail PG-rich repeat containing 2","1"
"SUSD4","55061","SUSD4","sushi domain containing 4","1"
"KCNH7","90134","KCNH7","potassium voltage-gated channel subfamily H member 7","1"
"MRPS36","92259","MRPS36","mitochondrial ribosomal protein S36","1"
"GPR85","54329","GPR85","G protein-coupled receptor 85","1"
"SCN1B","6324","SCN1B","sodium voltage-gated channel beta subunit 1","1"
"SCN3B","55800","SCN3B","sodium voltage-gated channel beta subunit 3","1"
"FRAT2","23401","FRAT2","FRAT regulator of WNT signaling pathway 2","1"
"CDH26","60437","CDH26","cadherin 26","1"
"LMAN2","10960","LMAN2","""lectin, mannose binding 2""","1"
"RAD18","56852","RAD18","RAD18 E3 ubiquitin protein ligase","1"
"FEM1B","10116","FEM1B","fem-1 homolog B","1"
"CDH4","1002","CDH4","cadherin 4","1"
"DPH2","1802","DPH2","diphthamide biosynthesis 2","1"
"MRPS33","51650","MRPS33","mitochondrial ribosomal protein S33","1"
"ABCB9","23457","ABCB9","ATP binding cassette subfamily B member 9","1"
"EML2","24139","EML2","EMAP like 2","1"
"MAGEL2","54551","MAGEL2","MAGE family member L2","1"
"GON7","84520","GON7","GON7 subunit of KEOPS complex","1"
"EIF5A2","56648","EIF5A2","eukaryotic translation initiation factor 5A2","1"
"HCG11","493812","HCG11","HLA complex group 11","1"
"C16orf58","64755","C16orf58","chromosome 16 open reading frame 58","1"
"PUS10","150962","PUS10","pseudouridine synthase 10","1"
"VEGFD","2277","VEGFD","vascular endothelial growth factor D","1"
"RASSF5","83593","RASSF5","Ras association domain family member 5","1"
"SLC44A5","204962","SLC44A5","solute carrier family 44 member 5","1"
"SYNGR3","9143","SYNGR3","synaptogyrin 3","1"
"MRPS18B","28973","MRPS18B","mitochondrial ribosomal protein S18B","1"
"ALDOA","226","ALDOA","""aldolase, fructose-bisphosphate A""","1"
"ZNF689","115509","ZNF689","zinc finger protein 689","1"
"NR2F6","2063","NR2F6","nuclear receptor subfamily 2 group F member 6","1"
"RAD1","5810","RAD1","RAD1 checkpoint DNA exonuclease","1"
"GTF3C4","9329","GTF3C4","general transcription factor IIIC subunit 4","1"
"SNX12","29934","SNX12","sorting nexin 12","1"
"POLDIP2","26073","POLDIP2","DNA polymerase delta interacting protein 2","1"
"MEG8","79104","MEG8","""maternally expressed 8, small nucleolar RNA host gene""","1"
"SSB","6741","SSB","small RNA binding exonuclease protection factor La","1"
"SF3B5","83443","SF3B5","splicing factor 3b subunit 5","1"
"BRD2","6046","BRD2","bromodomain containing 2","1"
"SDF2L1","23753","SDF2L1","stromal cell derived factor 2 like 1","1"
"TMEM115","11070","TMEM115","transmembrane protein 115","1"
"KLF12","11278","KLF12","Kruppel like factor 12","1"
"NEGR1","257194","NEGR1","neuronal growth regulator 1","1"
"STAR","6770","STAR","steroidogenic acute regulatory protein","1"
"PPEF1","5475","PPEF1","protein phosphatase with EF-hand domain 1","1"
"PHB2","11331","PHB2","prohibitin 2","1"
"CCDC144A","9720","CCDC144A","coiled-coil domain containing 144A","1"
"NEURL4","84461","NEURL4","neuralized E3 ubiquitin protein ligase 4","1"
"ANKRD13A","88455","ANKRD13A","ankyrin repeat domain 13A","1"
"STMN1","3925","STMN1","stathmin 1","1"
"CALR","811","CALR","calreticulin","1"
"SLC35F6","54978","SLC35F6","solute carrier family 35 member F6","1"
"LDLRAD3","143458","LDLRAD3","low density lipoprotein receptor class A domain containing 3","1"
"PSME3","10197","PSME3","proteasome activator subunit 3","1"
"PTPRN","5798","PTPRN","protein tyrosine phosphatase receptor type N","1"
"BCKDK","10295","BCKDK","branched chain keto acid dehydrogenase kinase","1"
"HSD17B12","51144","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","1"
"RAB43","339122","RAB43","""RAB43, member RAS oncogene family""","1"
"INSYN2B","100131897","INSYN2B","inhibitory synaptic factor family member 2B","1"
"PRR7","80758","PRR7","""proline rich 7, synaptic""","1"
"GTF2IRD1","9569","GTF2IRD1","GTF2I repeat domain containing 1","1"
"TCEAL4","79921","TCEAL4","transcription elongation factor A like 4","1"
"AXIN1","8312","AXIN1","axin 1","1"
"GMFB","2764","GMFB","glia maturation factor beta","1"
"COX6C","1345","COX6C","cytochrome c oxidase subunit 6C","1"
"CCK","885","CCK","cholecystokinin","1"
"TBC1D22A","25771","TBC1D22A","TBC1 domain family member 22A","1"
"CCDC57","284001","CCDC57","coiled-coil domain containing 57","1"
"PEG10","23089","PEG10","paternally expressed 10","1"
"CD63","967","CD63","CD63 molecule","1"
"DCK","1633","DCK","deoxycytidine kinase","1"
"ING2","3622","ING2","inhibitor of growth family member 2","1"
"TNFSF4","7292","TNFSF4","TNF superfamily member 4","1"
"ATP10D","57205","ATP10D","ATPase phospholipid transporting 10D (putative)","1"
"TOLLIP","54472","TOLLIP","toll interacting protein","1"
"DCTN5","84516","DCTN5","dynactin subunit 5","1"
"ZFAT","57623","ZFAT","zinc finger and AT-hook domain containing","1"
"CMAS","55907","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase","1"
"NOP53","29997","NOP53","NOP53 ribosome biogenesis factor","1"
"CDH11","1009","CDH11","cadherin 11","1"
"CARTPT","9607","CARTPT","CART prepropeptide","1"
"DNAJB5","25822","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5","1"
"YDJC","150223","YDJC","YdjC chitooligosaccharide deacetylase homolog","1"
"DMGDH","29958","DMGDH","dimethylglycine dehydrogenase","1"
"CRYGS","1427","CRYGS","crystallin gamma S","1"
"UBE2A","7319","UBE2A","ubiquitin conjugating enzyme E2 A","1"
"BTBD3","22903","BTBD3","BTB domain containing 3","1"
"SNX24","28966","SNX24","sorting nexin 24","1"
"IRF2BP1","26145","IRF2BP1","interferon regulatory factor 2 binding protein 1","1"
"TMED1","11018","TMED1","transmembrane p24 trafficking protein 1","1"
"NME5","8382","NME5","NME/NM23 family member 5","1"
"STK40","83931","STK40","serine/threonine kinase 40","1"
"RYR1","6261","RYR1","ryanodine receptor 1","1"
"PARD6G","84552","PARD6G","par-6 family cell polarity regulator gamma","1"
"ANP32E","81611","ANP32E","acidic nuclear phosphoprotein 32 family member E","1"
"PSMB6","5694","PSMB6","proteasome 20S subunit beta 6","1"
"SRSF7","6432","SRSF7","serine and arginine rich splicing factor 7","1"
"TBCE","6905","TBCE","tubulin folding cofactor E","1"
"LRP8","7804","LRP8","LDL receptor related protein 8","1"
"STAT1","6772","STAT1","signal transducer and activator of transcription 1","1"
"CYP51A1","1595","CYP51A1","cytochrome P450 family 51 subfamily A member 1","1"
"MDH2","4191","MDH2","malate dehydrogenase 2","1"
"ABCA9","10350","ABCA9","ATP binding cassette subfamily A member 9","1"
"FXYD1","5348","FXYD1","FXYD domain containing ion transport regulator 1","1"
"RPS6KL1","83694","RPS6KL1","ribosomal protein S6 kinase like 1","1"
"CLHC1","130162","CLHC1","clathrin heavy chain linker domain containing 1","1"
"ZC3H3","23144","ZC3H3","zinc finger CCCH-type containing 3","1"
"VCPIP1","80124","VCPIP1","valosin containing protein interacting protein 1","1"
"SMPD1","6609","SMPD1","sphingomyelin phosphodiesterase 1","1"
"SH3RF1","57630","SH3RF1","SH3 domain containing ring finger 1","1"
"PLK3","1263","PLK3","polo like kinase 3","1"
"FADD","8772","FADD","Fas associated via death domain","1"
"ZNF319","57567","ZNF319","zinc finger protein 319","1"
"ZNF618","114991","ZNF618","zinc finger protein 618","1"
"RNF220","55182","RNF220","ring finger protein 220","1"
"DHTKD1","55526","DHTKD1","dehydrogenase E1 and transketolase domain containing 1","1"
"MEPCE","56257","MEPCE","methylphosphate capping enzyme","1"
"CEP89","84902","CEP89","centrosomal protein 89","1"
"SIRPA","140885","SIRPA","signal regulatory protein alpha","1"
"TRANK1","9881","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1","1"
"SUV39H1","6839","SUV39H1","suppressor of variegation 3-9 homolog 1","1"
"ZMAT3","64393","ZMAT3","zinc finger matrin-type 3","1"
"C17orf58","284018","C17orf58","chromosome 17 open reading frame 58","1"
"AURKAIP1","54998","AURKAIP1","aurora kinase A interacting protein 1","1"
"TCEAL5","340543","TCEAL5","transcription elongation factor A like 5","1"
"PPP1R1A","5502","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A","1"
"CADM3","57863","CADM3","cell adhesion molecule 3","1"
"OCA2","4948","OCA2","OCA2 melanosomal transmembrane protein","1"
"APPL2","55198","APPL2","""adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2""","1"
"MCC","4163","MCC","MCC regulator of WNT signaling pathway","1"
"FOXG1","2290","FOXG1","forkhead box G1","1"
"RAD21","5885","RAD21","RAD21 cohesin complex component","1"
"COX6B1","1340","COX6B1","cytochrome c oxidase subunit 6B1","1"
"NR4A3","8013","NR4A3","nuclear receptor subfamily 4 group A member 3","1"
"SOD2","6648","SOD2","superoxide dismutase 2","1"
"LKAAEAR1","198437","LKAAEAR1","LKAAEAR motif containing 1","1"
"OGFRL1","79627","OGFRL1","opioid growth factor receptor like 1","1"
"A1BG","1","A1BG","alpha-1-B glycoprotein","1"
"ZNHIT1","10467","ZNHIT1","zinc finger HIT-type containing 1","1"
"MEAF6","64769","MEAF6","MYST/Esa1 associated factor 6","1"
"MYO19","80179","MYO19","myosin XIX","1"
"APH1A","51107","APH1A","""aph-1 homolog A, gamma-secretase subunit""","1"
"LAMC1","3915","LAMC1","laminin subunit gamma 1","1"
"PEX12","5193","PEX12","peroxisomal biogenesis factor 12","1"
"GLOD4","51031","GLOD4","glyoxalase domain containing 4","1"
"COL26A1","136227","COL26A1","collagen type XXVI alpha 1 chain","1"
"USP11","8237","USP11","ubiquitin specific peptidase 11","1"
"SSR3","6747","SSR3","signal sequence receptor subunit 3","1"
"GPATCH3","63906","GPATCH3","G-patch domain containing 3","1"
"STK3","6788","STK3","serine/threonine kinase 3","1"
"WDR83OS","51398","WDR83OS","WD repeat domain 83 opposite strand","1"
"TWF2","11344","TWF2","twinfilin actin binding protein 2","1"
"SYT5","6861","SYT5","synaptotagmin 5","1"
"CNST","163882","CNST","""consortin, connexin sorting protein""","1"
"ADH5","128","ADH5","""alcohol dehydrogenase 5 (class III), chi polypeptide""","1"
"FBXW5","54461","FBXW5","F-box and WD repeat domain containing 5","1"
